uniqueid,target
test_id0,14.098716125803412
test_id1,14.907266730422512
test_id2,0.0
test_id3,16.939526541610512
test_id4,15.92965794861932
test_id5,15.823798815788884
test_id6,0.0
test_id7,0.0
test_id8,13.955501169844744
test_id9,0.0
test_id10,18.00284316653059
test_id11,0.0
test_id12,0.0
test_id13,15.682980904483134
test_id14,15.44083028408577
test_id15,13.534594875112164
test_id16,13.324489195480055
test_id17,15.473767396058953
test_id18,19.59474293255765
test_id19,15.264647315114448
test_id20,14.520478101954252
test_id21,16.188548429595382
test_id22,18.75544430018175
test_id23,17.999371426663338
test_id24,0.0
test_id25,18.725927662322444
test_id26,19.02548657987129
test_id27,15.76050786193183
test_id28,16.869469663285347
test_id29,14.556763382749036
test_id30,15.294754359990435
test_id31,16.45594101583585
test_id32,18.02366023959967
test_id33,14.325662955164109
test_id34,14.270095934481631
test_id35,15.7671411710642
test_id36,16.564360097330088
test_id37,13.643149232964573
test_id38,16.207849513893198
test_id39,16.60192396485828
test_id40,16.243370111245735
test_id41,13.80589346158233
test_id42,18.101210911777954
test_id43,14.848576884863537
test_id44,16.04009432491343
test_id45,0.0
test_id46,0.0
test_id47,16.381575523672687
test_id48,15.454728413235081
test_id49,14.297524276491696
test_id50,13.574280680665812
test_id51,13.331532945823586
test_id52,0.0
test_id53,15.33872303901802
test_id54,13.38466456295931
test_id55,14.902212870260898
test_id56,0.0
test_id57,18.271827784722987
test_id58,15.664557321615709
test_id59,0.0
test_id60,16.03353203938148
test_id61,17.833160001689688
test_id62,18.85981267085527
test_id63,18.736517876579093
test_id64,14.890718420639931
test_id65,0.0
test_id66,15.415080138183225
test_id67,17.99523170051271
test_id68,0.0
test_id69,15.766707990383933
test_id70,16.347069850955382
test_id71,15.140073919832867
test_id72,15.926264218296653
test_id73,0.0
test_id74,16.891362997730273
test_id75,16.426912404305302
test_id76,0.0
test_id77,17.761457504150798
test_id78,13.459022739373644
test_id79,14.108379405810052
test_id80,15.32848404470849
test_id81,14.21060002478761
test_id82,16.453636882900568
test_id83,16.02122807904823
test_id84,0.0
test_id85,0.0
test_id86,13.813480498787793
test_id87,16.256682294244353
test_id88,0.0
test_id89,17.782720254664373
test_id90,16.838092919961017
test_id91,0.0
test_id92,14.614637162618699
test_id93,16.769156027046357
test_id94,16.29720246265866
test_id95,15.909098564893524
test_id96,18.980671667230013
test_id97,14.946331210118071
test_id98,0.0
test_id99,15.808406114342967
test_id100,17.670734635517885
test_id101,0.0
test_id102,0.0
test_id103,13.513438781876351
test_id104,18.466694161288007
test_id105,19.194694518851847
